image_id,exists
ISIC_0024464,True
ISIC_0024465,True
ISIC_0024466,True
ISIC_0024467,True
ISIC_0024468,True
ISIC_0024469,True
ISIC_0024470,True
ISIC_0024471,True
ISIC_0024472,True
ISIC_0024473,True
ISIC_0024474,True
ISIC_0024475,True
ISIC_0024476,True
ISIC_0024477,True
ISIC_0024478,True
ISIC_0024479,True
ISIC_0024480,True
ISIC_0024481,True
ISIC_0024482,True
ISIC_0024483,True
ISIC_0024484,True
ISIC_0024485,True
ISIC_0024486,True
ISIC_0024487,True
ISIC_0024488,True
ISIC_0024489,True
ISIC_0024490,True
ISIC_0024491,True
ISIC_0024492,True
ISIC_0024493,True
ISIC_0024494,True
ISIC_0024495,True
ISIC_0024496,True
ISIC_0024497,True
ISIC_0024498,True
ISIC_0024499,True
ISIC_0024500,True
ISIC_0024501,True
ISIC_0024502,True
ISIC_0024503,True
ISIC_0024504,True
ISIC_0024505,True
ISIC_0024506,True
ISIC_0024507,True
ISIC_0024508,True
ISIC_0024509,True
ISIC_0024510,True
ISIC_0024511,True
ISIC_0024512,True
ISIC_0024513,True
ISIC_0024514,True
ISIC_0024515,True
ISIC_0024516,True
ISIC_0024517,True
ISIC_0024518,True
ISIC_0024519,True
ISIC_0024520,True
ISIC_0024521,True
ISIC_0024522,True
ISIC_0024523,True
ISIC_0024524,True
ISIC_0024525,True
ISIC_0024526,True
ISIC_0024527,True
ISIC_0024528,True
ISIC_0024529,True
ISIC_0024530,True
ISIC_0024531,True
ISIC_0024532,True
ISIC_0024533,True
ISIC_0024534,True
ISIC_0024535,True
ISIC_0024536,True
ISIC_0024537,True
ISIC_0024538,True
ISIC_0024539,True
ISIC_0024540,True
ISIC_0024541,True
ISIC_0024542,True
ISIC_0024543,True
ISIC_0024544,True
ISIC_0024545,True
ISIC_0024546,True
ISIC_0024547,True
ISIC_0024548,True
ISIC_0024549,True
ISIC_0024550,True
ISIC_0024551,True
ISIC_0024552,True
ISIC_0024553,True
ISIC_0024554,True
ISIC_0024555,True
ISIC_0024556,True
ISIC_0024557,True
ISIC_0024558,True
ISIC_0024559,True
ISIC_0024560,True
ISIC_0024561,True
ISIC_0024562,True
ISIC_0024563,True
ISIC_0024564,True
ISIC_0024565,True
ISIC_0024566,True
ISIC_0024567,True
ISIC_0024568,True
ISIC_0024569,True
ISIC_0024570,True
ISIC_0024571,True
ISIC_0024572,True
ISIC_0024573,True
ISIC_0024574,True
ISIC_0024575,True
ISIC_0024576,True
ISIC_0024577,True
ISIC_0024578,True
ISIC_0024579,True
ISIC_0024580,True
ISIC_0024581,True
ISIC_0024582,True
ISIC_0024583,True
ISIC_0024584,True
ISIC_0024585,True
ISIC_0024586,True
ISIC_0024587,True
ISIC_0024588,True
ISIC_0024589,True
ISIC_0024590,True
ISIC_0024591,True
ISIC_0024592,True
ISIC_0024593,True
ISIC_0024594,True
ISIC_0024595,True
ISIC_0024596,True
ISIC_0024597,True
ISIC_0024598,True
ISIC_0024599,True
ISIC_0024600,True
ISIC_0024601,True
ISIC_0024602,True
ISIC_0024603,True
ISIC_0024604,True
ISIC_0024605,True
ISIC_0024606,True
ISIC_0024607,True
ISIC_0024608,True
ISIC_0024609,True
ISIC_0024610,True
ISIC_0024611,True
ISIC_0024612,True
ISIC_0024613,True
ISIC_0024614,True
ISIC_0024615,True
ISIC_0024616,True
ISIC_0024617,True
ISIC_0024618,True
ISIC_0024619,True
ISIC_0024620,True
ISIC_0024621,True
ISIC_0024622,True
ISIC_0024623,True
ISIC_0024624,True
ISIC_0024625,True
ISIC_0024626,True
ISIC_0024627,True
ISIC_0024628,True
ISIC_0024629,True
ISIC_0024630,True
ISIC_0024631,True
ISIC_0024632,True
ISIC_0024633,True
ISIC_0024634,True
ISIC_0024635,True
ISIC_0024636,True
ISIC_0024637,True
ISIC_0024638,True
ISIC_0024639,True
ISIC_0024640,True
ISIC_0024641,True
ISIC_0024642,True
ISIC_0024643,True
ISIC_0024644,True
ISIC_0024645,True
ISIC_0024646,True
ISIC_0024647,True
ISIC_0024648,True
ISIC_0024649,True
ISIC_0024650,True
ISIC_0024651,True
ISIC_0024652,True
ISIC_0024653,True
ISIC_0024654,True
ISIC_0024655,True
ISIC_0024656,True
ISIC_0024657,True
ISIC_0024658,True
ISIC_0024659,True
ISIC_0024660,True
ISIC_0024661,True
ISIC_0024662,True
ISIC_0024663,True
ISIC_0024664,True
ISIC_0024665,True
ISIC_0024666,True
ISIC_0024667,True
ISIC_0024668,True
ISIC_0024669,True
ISIC_0024670,True
ISIC_0024671,True
ISIC_0024672,True
ISIC_0024673,True
ISIC_0024674,True
ISIC_0024675,True
ISIC_0024676,True
ISIC_0024677,True
ISIC_0024678,True
ISIC_0024679,True
ISIC_0024680,True
ISIC_0024681,True
ISIC_0024682,True
ISIC_0024683,True
ISIC_0024684,True
ISIC_0024685,True
ISIC_0024686,True
ISIC_0024687,True
ISIC_0024688,True
ISIC_0024689,True
ISIC_0024690,True
ISIC_0024691,True
ISIC_0024692,True
ISIC_0024693,True
ISIC_0024694,True
ISIC_0024695,True
ISIC_0024696,True
ISIC_0024697,True
ISIC_0024698,True
ISIC_0024699,True
ISIC_0024700,True
ISIC_0024701,True
ISIC_0024702,True
ISIC_0024703,True
ISIC_0024704,True
ISIC_0024705,True
ISIC_0024706,True
ISIC_0024707,True
ISIC_0024708,True
ISIC_0024709,True
ISIC_0024710,True
ISIC_0024711,True
ISIC_0024712,True
ISIC_0024713,True
ISIC_0024714,True
ISIC_0024715,True
ISIC_0024716,True
ISIC_0024717,True
ISIC_0024718,True
ISIC_0024719,True
ISIC_0024720,True
ISIC_0024721,True
ISIC_0024722,True
ISIC_0024723,True
ISIC_0024724,True
ISIC_0024725,True
ISIC_0024726,True
ISIC_0024727,True
ISIC_0024728,True
ISIC_0024729,True
ISIC_0024730,True
ISIC_0024731,True
ISIC_0024732,True
ISIC_0024733,True
ISIC_0024734,True
ISIC_0024735,True
ISIC_0024736,True
ISIC_0024737,True
ISIC_0024738,True
ISIC_0024739,True
ISIC_0024740,True
ISIC_0024741,True
ISIC_0024742,True
ISIC_0024743,True
ISIC_0024744,True
ISIC_0024745,True
ISIC_0024746,True
ISIC_0024747,True
ISIC_0024748,True
ISIC_0024749,True
ISIC_0024750,True
ISIC_0024751,True
ISIC_0024752,True
ISIC_0024753,True
ISIC_0024754,True
ISIC_0024755,True
ISIC_0024756,True
ISIC_0024757,True
ISIC_0024758,True
ISIC_0024759,True
ISIC_0024760,True
ISIC_0024761,True
ISIC_0024762,True
ISIC_0024763,True
ISIC_0024764,True
ISIC_0024765,True
ISIC_0024766,True
ISIC_0024767,True
ISIC_0024768,True
ISIC_0024769,True
ISIC_0024770,True
ISIC_0024771,True
ISIC_0024772,True
ISIC_0024773,True
ISIC_0024774,True
ISIC_0024775,True
ISIC_0024776,True
ISIC_0024777,True
ISIC_0024778,True
ISIC_0024779,True
ISIC_0024780,True
ISIC_0024781,True
ISIC_0024782,True
ISIC_0024783,True
ISIC_0024784,True
ISIC_0024785,True
ISIC_0024786,True
ISIC_0024787,True
ISIC_0024788,True
ISIC_0024789,True
ISIC_0024790,True
ISIC_0024791,True
ISIC_0024792,True
ISIC_0024793,True
ISIC_0024794,True
ISIC_0024795,True
ISIC_0024796,True
ISIC_0024797,True
ISIC_0024798,True
ISIC_0024799,True
ISIC_0024800,True
ISIC_0024801,True
ISIC_0024802,True
ISIC_0024803,True
ISIC_0024804,True
ISIC_0024805,True
ISIC_0024806,True
ISIC_0024807,True
ISIC_0024808,True
ISIC_0024809,True
ISIC_0024810,True
ISIC_0024811,True
ISIC_0024812,True
ISIC_0024813,True
ISIC_0024814,True
ISIC_0024815,True
ISIC_0024816,True
ISIC_0024817,True
ISIC_0024818,True
ISIC_0024819,True
ISIC_0024820,True
ISIC_0024821,True
ISIC_0024822,True
ISIC_0024823,True
ISIC_0024824,True
ISIC_0024825,True
ISIC_0024826,True
ISIC_0024827,True
ISIC_0024828,True
ISIC_0024829,True
ISIC_0024830,True
ISIC_0024831,True
ISIC_0024832,True
ISIC_0024833,True
ISIC_0024834,True
ISIC_0024835,True
ISIC_0024836,True
ISIC_0024837,True
ISIC_0024838,True
ISIC_0024839,True
ISIC_0024840,True
ISIC_0024841,True
ISIC_0024842,True
ISIC_0024843,True
ISIC_0024844,True
ISIC_0024845,True
ISIC_0024846,True
ISIC_0024847,True
ISIC_0024848,True
ISIC_0024849,True
ISIC_0024850,True
ISIC_0024851,True
ISIC_0024852,True
ISIC_0024853,True
ISIC_0024854,True
ISIC_0024855,True
ISIC_0024856,True
ISIC_0024857,True
ISIC_0024858,True
ISIC_0024859,True
ISIC_0024860,True
ISIC_0024861,True
ISIC_0024862,True
ISIC_0024863,True
ISIC_0024864,True
ISIC_0024865,True
ISIC_0024866,True
ISIC_0024867,True
ISIC_0024868,True
ISIC_0024869,True
ISIC_0024870,True
ISIC_0024871,True
ISIC_0024872,True
ISIC_0024873,True
ISIC_0024874,True
ISIC_0024875,True
ISIC_0024876,True
ISIC_0024877,True
ISIC_0024878,True
ISIC_0024879,True
ISIC_0024880,True
ISIC_0024881,True
ISIC_0024882,True
ISIC_0024883,True
ISIC_0024884,True
ISIC_0024885,True
ISIC_0024886,True
ISIC_0024887,True
ISIC_0024888,True
ISIC_0024889,True
ISIC_0024890,True
ISIC_0024891,True
ISIC_0024892,True
ISIC_0024893,True
ISIC_0024894,True
ISIC_0024895,True
ISIC_0024896,True
ISIC_0024897,True
ISIC_0024898,True
ISIC_0024899,True
ISIC_0024900,True
ISIC_0024901,True
ISIC_0024902,True
ISIC_0024903,True
ISIC_0024904,True
ISIC_0024905,True
ISIC_0024906,True
ISIC_0024907,True
ISIC_0024908,True
ISIC_0024909,True
ISIC_0024910,True
ISIC_0024911,True
ISIC_0024912,True
ISIC_0024913,True
ISIC_0024914,True
ISIC_0024915,True
ISIC_0024916,True
ISIC_0024917,True
ISIC_0024918,True
ISIC_0024919,True
ISIC_0024920,True
ISIC_0024921,True
ISIC_0024922,True
ISIC_0024923,True
ISIC_0024924,True
ISIC_0024925,True
ISIC_0024926,True
ISIC_0024927,True
ISIC_0024928,True
ISIC_0024929,True
ISIC_0024930,True
ISIC_0024931,True
ISIC_0024932,True
ISIC_0024933,True
ISIC_0024934,True
ISIC_0024935,True
ISIC_0024936,True
ISIC_0024937,True
ISIC_0024938,True
ISIC_0024939,True
ISIC_0024940,True
ISIC_0024941,True
ISIC_0024942,True
ISIC_0024943,True
ISIC_0024944,True
ISIC_0024945,True
ISIC_0024946,True
ISIC_0024947,True
ISIC_0024948,True
ISIC_0024949,True
ISIC_0024950,True
ISIC_0024951,True
ISIC_0024952,True
ISIC_0024953,True
ISIC_0024954,True
ISIC_0024955,True
ISIC_0024956,True
ISIC_0024957,True
ISIC_0024958,True
ISIC_0024959,True
ISIC_0024960,True
ISIC_0024961,True
ISIC_0024962,True
ISIC_0024963,True
ISIC_0024964,True
ISIC_0024965,True
ISIC_0024966,True
ISIC_0024967,True
ISIC_0024968,True
ISIC_0024969,True
ISIC_0024970,True
ISIC_0024971,True
ISIC_0024972,True
ISIC_0024973,True
ISIC_0024974,True
ISIC_0024975,True
ISIC_0024976,True
ISIC_0024977,True
ISIC_0024978,True
ISIC_0024979,True
ISIC_0024980,True
ISIC_0024981,True
ISIC_0024982,True
ISIC_0024983,True
ISIC_0024984,True
ISIC_0024985,True
ISIC_0024986,True
ISIC_0024987,True
ISIC_0024988,True
ISIC_0024989,True
ISIC_0024990,True
ISIC_0024991,True
ISIC_0024992,True
ISIC_0024993,True
ISIC_0024994,True
ISIC_0024995,True
ISIC_0024996,True
ISIC_0024997,True
ISIC_0024998,True
ISIC_0024999,True
ISIC_0025000,True
ISIC_0025001,True
ISIC_0025002,True
ISIC_0025003,True
ISIC_0025004,True
ISIC_0025005,True
ISIC_0025006,True
ISIC_0025007,True
ISIC_0025008,True
ISIC_0025009,True
ISIC_0025010,True
ISIC_0025011,True
ISIC_0025012,True
ISIC_0025013,True
ISIC_0025014,True
ISIC_0025015,True
ISIC_0025016,True
ISIC_0025017,True
ISIC_0025018,True
ISIC_0025019,True
ISIC_0025020,True
ISIC_0025021,True
ISIC_0025022,True
ISIC_0025023,True
ISIC_0025024,True
ISIC_0025025,True
ISIC_0025026,True
ISIC_0025027,True
ISIC_0025028,True
ISIC_0025029,True
ISIC_0025030,True
ISIC_0025031,True
ISIC_0025032,True
ISIC_0025033,True
ISIC_0025034,True
ISIC_0025035,True
ISIC_0025036,True
ISIC_0025037,True
ISIC_0025038,True
ISIC_0025039,True
ISIC_0025040,True
ISIC_0025041,True
ISIC_0025042,True
ISIC_0025043,True
ISIC_0025044,True
ISIC_0025045,True
ISIC_0025046,True
ISIC_0025047,True
ISIC_0025048,True
ISIC_0025049,True
ISIC_0025050,True
ISIC_0025051,True
ISIC_0025052,True
ISIC_0025053,True
ISIC_0025054,True
ISIC_0025055,True
ISIC_0025056,True
ISIC_0025057,True
ISIC_0025058,True
ISIC_0025059,True
ISIC_0025060,True
ISIC_0025061,True
ISIC_0025062,True
ISIC_0025063,True
ISIC_0025064,True
ISIC_0025065,True
ISIC_0025066,True
ISIC_0025067,True
ISIC_0025068,True
ISIC_0025069,True
ISIC_0025070,True
ISIC_0025071,True
ISIC_0025072,True
ISIC_0025073,True
ISIC_0025074,True
ISIC_0025075,True
ISIC_0025076,True
ISIC_0025077,True
ISIC_0025078,True
ISIC_0025079,True
ISIC_0025080,True
ISIC_0025081,True
ISIC_0025082,True
ISIC_0025083,True
ISIC_0025084,True
ISIC_0025085,True
ISIC_0025086,True
ISIC_0025087,True
ISIC_0025088,True
ISIC_0025089,True
ISIC_0025090,True
ISIC_0025091,True
ISIC_0025092,True
ISIC_0025093,True
ISIC_0025094,True
ISIC_0025095,True
ISIC_0025096,True
ISIC_0025097,True
ISIC_0025098,True
ISIC_0025099,True
ISIC_0025100,True
ISIC_0025101,True
ISIC_0025102,True
ISIC_0025103,True
ISIC_0025104,True
ISIC_0025105,True
ISIC_0025106,True
ISIC_0025107,True
ISIC_0025108,True
ISIC_0025109,True
ISIC_0025110,True
ISIC_0025111,True
ISIC_0025112,True
ISIC_0025113,True
ISIC_0025114,True
ISIC_0025115,True
ISIC_0025116,True
ISIC_0025117,True
ISIC_0025118,True
ISIC_0025119,True
ISIC_0025120,True
ISIC_0025121,True
ISIC_0025122,True
ISIC_0025123,True
ISIC_0025124,True
ISIC_0025125,True
ISIC_0025126,True
ISIC_0025127,True
ISIC_0025128,True
ISIC_0025129,True
ISIC_0025130,True
ISIC_0025131,True
ISIC_0025132,True
ISIC_0025133,True
ISIC_0025134,True
ISIC_0025135,True
ISIC_0025136,True
ISIC_0025137,True
ISIC_0025138,True
ISIC_0025139,True
ISIC_0025140,True
ISIC_0025141,True
ISIC_0025142,True
ISIC_0025143,True
ISIC_0025144,True
ISIC_0025145,True
ISIC_0025146,True
ISIC_0025147,True
ISIC_0025148,True
ISIC_0025149,True
ISIC_0025150,True
ISIC_0025151,True
ISIC_0025152,True
ISIC_0025153,True
ISIC_0025154,True
ISIC_0025155,True
ISIC_0025156,True
ISIC_0025157,True
ISIC_0025158,True
ISIC_0025159,True
ISIC_0025160,True
ISIC_0025161,True
ISIC_0025162,True
ISIC_0025163,True
ISIC_0025164,True
ISIC_0025165,True
ISIC_0025166,True
ISIC_0025167,True
ISIC_0025168,True
ISIC_0025169,True
ISIC_0025170,True
ISIC_0025171,True
ISIC_0025172,True
ISIC_0025173,True
ISIC_0025174,True
ISIC_0025175,True
ISIC_0025176,True
ISIC_0025177,True
ISIC_0025178,True
ISIC_0025179,True
ISIC_0025180,True
ISIC_0025181,True
ISIC_0025182,True
ISIC_0025183,True
ISIC_0025184,True
ISIC_0025185,True
ISIC_0025186,True
ISIC_0025187,True
ISIC_0025188,True
ISIC_0025189,True
ISIC_0025190,True
ISIC_0025191,True
ISIC_0025192,True
ISIC_0025193,True
ISIC_0025194,True
ISIC_0025195,True
ISIC_0025196,True
ISIC_0025197,True
ISIC_0025198,True
ISIC_0025199,True
ISIC_0025200,True
ISIC_0025201,True
ISIC_0025202,True
ISIC_0025203,True
ISIC_0025204,True
ISIC_0025205,True
ISIC_0025206,True
ISIC_0025207,True
ISIC_0025208,True
ISIC_0025209,True
ISIC_0025210,True
ISIC_0025211,True
ISIC_0025212,True
ISIC_0025213,True
ISIC_0025214,True
ISIC_0025215,True
ISIC_0025216,True
ISIC_0025217,True
ISIC_0025218,True
ISIC_0025219,True
ISIC_0025220,True
ISIC_0025221,True
ISIC_0025222,True
ISIC_0025223,True
ISIC_0025224,True
ISIC_0025225,True
ISIC_0025226,True
ISIC_0025227,True
ISIC_0025228,True
ISIC_0025229,True
ISIC_0025230,True
ISIC_0025231,True
ISIC_0025232,True
ISIC_0025233,True
ISIC_0025234,True
ISIC_0025235,True
ISIC_0025236,True
ISIC_0025237,True
ISIC_0025238,True
ISIC_0025239,True
ISIC_0025240,True
ISIC_0025241,True
ISIC_0025242,True
ISIC_0025243,True
ISIC_0025244,True
ISIC_0025245,True
ISIC_0025246,True
ISIC_0025247,True
ISIC_0025248,True
ISIC_0025249,True
ISIC_0025250,True
ISIC_0025251,True
ISIC_0025252,True
ISIC_0025253,True
ISIC_0025254,True
ISIC_0025255,True
ISIC_0025256,True
ISIC_0025257,True
ISIC_0025258,True
ISIC_0025259,True
ISIC_0025260,True
ISIC_0025261,True
ISIC_0025262,True
ISIC_0025263,True
ISIC_0025264,True
ISIC_0025265,True
ISIC_0025266,True
ISIC_0025267,True
ISIC_0025268,True
ISIC_0025269,True
ISIC_0025270,True
ISIC_0025271,True
ISIC_0025272,True
ISIC_0025273,True
ISIC_0025274,True
ISIC_0025275,True
ISIC_0025276,True
ISIC_0025277,True
ISIC_0025278,True
ISIC_0025279,True
ISIC_0025280,True
ISIC_0025281,True
ISIC_0025282,True
ISIC_0025283,True
ISIC_0025284,True
ISIC_0025285,True
ISIC_0025286,True
ISIC_0025287,True
ISIC_0025288,True
ISIC_0025289,True
ISIC_0025290,True
ISIC_0025291,True
ISIC_0025292,True
ISIC_0025293,True
ISIC_0025294,True
ISIC_0025295,True
ISIC_0025296,True
ISIC_0025297,True
ISIC_0025298,True
ISIC_0025299,True
ISIC_0025300,True
ISIC_0025301,True
ISIC_0025302,True
ISIC_0025303,True
ISIC_0025304,True
ISIC_0025305,True
ISIC_0025306,True
ISIC_0025307,True
ISIC_0025308,True
ISIC_0025309,True
ISIC_0025310,True
ISIC_0025311,True
ISIC_0025312,True
ISIC_0025313,True
ISIC_0025314,True
ISIC_0025315,True
ISIC_0025316,True
ISIC_0025317,True
ISIC_0025318,True
ISIC_0025319,True
ISIC_0025320,True
ISIC_0025321,True
ISIC_0025322,True
ISIC_0025323,True
ISIC_0025324,True
ISIC_0025325,True
ISIC_0025326,True
ISIC_0025327,True
ISIC_0025328,True
ISIC_0025329,True
ISIC_0025330,True
ISIC_0025331,True
ISIC_0025332,True
ISIC_0025333,True
ISIC_0025334,True
ISIC_0025335,True
ISIC_0025336,True
ISIC_0025337,True
ISIC_0025338,True
ISIC_0025339,True
ISIC_0025340,True
ISIC_0025341,True
ISIC_0025342,True
ISIC_0025343,True
ISIC_0025344,True
ISIC_0025345,True
ISIC_0025346,True
ISIC_0025347,True
ISIC_0025348,True
ISIC_0025349,True
ISIC_0025350,True
ISIC_0025351,True
ISIC_0025352,True
ISIC_0025353,True
ISIC_0025354,True
ISIC_0025355,True
ISIC_0025356,True
ISIC_0025357,True
ISIC_0025358,True
ISIC_0025359,True
ISIC_0025360,True
ISIC_0025361,True
ISIC_0025362,True
ISIC_0025363,True
ISIC_0025364,True
ISIC_0025365,True
ISIC_0025366,True
ISIC_0025367,True
ISIC_0025368,True
ISIC_0025369,True
ISIC_0025370,True
ISIC_0025371,True
ISIC_0025372,True
ISIC_0025373,True
ISIC_0025374,True
ISIC_0025375,True
ISIC_0025376,True
ISIC_0025377,True
ISIC_0025378,True
ISIC_0025379,True
ISIC_0025380,True
ISIC_0025381,True
ISIC_0025382,True
ISIC_0025383,True
ISIC_0025384,True
ISIC_0025385,True
ISIC_0025386,True
ISIC_0025387,True
ISIC_0025388,True
ISIC_0025389,True
ISIC_0025390,True
ISIC_0025391,True
ISIC_0025392,True
ISIC_0025393,True
ISIC_0025394,True
ISIC_0025395,True
ISIC_0025396,True
ISIC_0025397,True
ISIC_0025398,True
ISIC_0025399,True
ISIC_0025400,True
ISIC_0025401,True
ISIC_0025402,True
ISIC_0025403,True
ISIC_0025404,True
ISIC_0025405,True
ISIC_0025406,True
ISIC_0025407,True
ISIC_0025408,True
ISIC_0025409,True
ISIC_0025410,True
ISIC_0025411,True
ISIC_0025412,True
ISIC_0025413,True
ISIC_0025414,True
ISIC_0025415,True
ISIC_0025416,True
ISIC_0025417,True
ISIC_0025418,True
ISIC_0025419,True
ISIC_0025420,True
ISIC_0025421,True
ISIC_0025422,True
ISIC_0025423,True
ISIC_0025424,True
ISIC_0025425,True
ISIC_0025426,True
ISIC_0025427,True
ISIC_0025428,True
ISIC_0025429,True
ISIC_0025430,True
ISIC_0025431,True
ISIC_0025432,True
ISIC_0025433,True
ISIC_0025434,True
ISIC_0025435,True
ISIC_0025436,True
ISIC_0025437,True
ISIC_0025438,True
ISIC_0025439,True
ISIC_0025440,True
ISIC_0025441,True
ISIC_0025442,True
ISIC_0025443,True
ISIC_0025444,True
ISIC_0025445,True
ISIC_0025446,True
ISIC_0025447,True
ISIC_0025448,True
ISIC_0025449,True
ISIC_0025450,True
ISIC_0025451,True
ISIC_0025452,True
ISIC_0025453,True
ISIC_0025454,True
ISIC_0025455,True
ISIC_0025456,True
ISIC_0025457,True
ISIC_0025458,True
ISIC_0025459,True
ISIC_0025460,True
ISIC_0025461,True
ISIC_0025462,True
ISIC_0025463,True
ISIC_0025464,True
ISIC_0025465,True
ISIC_0025466,True
ISIC_0025467,True
ISIC_0025468,True
ISIC_0025469,True
ISIC_0025470,True
ISIC_0025471,True
ISIC_0025472,True
ISIC_0025473,True
ISIC_0025474,True
ISIC_0025475,True
ISIC_0025476,True
ISIC_0025477,True
ISIC_0025478,True
ISIC_0025479,True
ISIC_0025480,True
ISIC_0025481,True
ISIC_0025482,True
ISIC_0025483,True
ISIC_0025484,True
ISIC_0025485,True
ISIC_0025486,True
ISIC_0025487,True
ISIC_0025488,True
ISIC_0025489,True
ISIC_0025490,True
ISIC_0025491,True
ISIC_0025492,True
ISIC_0025493,True
ISIC_0025494,True
ISIC_0025495,True
ISIC_0025496,True
ISIC_0025497,True
ISIC_0025498,True
ISIC_0025499,True
ISIC_0025500,True
ISIC_0025501,True
ISIC_0025502,True
ISIC_0025503,True
ISIC_0025504,True
ISIC_0025505,True
ISIC_0025506,True
ISIC_0025507,True
ISIC_0025508,True
ISIC_0025509,True
ISIC_0025510,True
ISIC_0025511,True
ISIC_0025512,True
ISIC_0025513,True
ISIC_0025514,True
ISIC_0025515,True
ISIC_0025516,True
ISIC_0025517,True
ISIC_0025518,True
ISIC_0025519,True
ISIC_0025520,True
ISIC_0025521,True
ISIC_0025522,True
ISIC_0025523,True
ISIC_0025524,True
ISIC_0025525,True
ISIC_0025526,True
ISIC_0025527,True
ISIC_0025528,True
ISIC_0025529,True
ISIC_0025530,True
ISIC_0025531,True
ISIC_0025532,True
ISIC_0025533,True
ISIC_0025534,True
ISIC_0025535,True
ISIC_0025536,True
ISIC_0025537,True
ISIC_0025538,True
ISIC_0025539,True
ISIC_0025540,True
ISIC_0025541,True
ISIC_0025542,True
ISIC_0025543,True
ISIC_0025544,True
ISIC_0025545,True
ISIC_0025546,True
ISIC_0025547,True
ISIC_0025548,True
ISIC_0025549,True
ISIC_0025550,True
ISIC_0025551,True
ISIC_0025552,True
ISIC_0025553,True
ISIC_0025554,True
ISIC_0025555,True
ISIC_0025556,True
ISIC_0025557,True
ISIC_0025558,True
ISIC_0025559,True
ISIC_0025560,True
ISIC_0025561,True
ISIC_0025562,True
ISIC_0025563,True
ISIC_0025564,True
ISIC_0025565,True
ISIC_0025566,True
ISIC_0025567,True
ISIC_0025568,True
ISIC_0025569,True
ISIC_0025570,True
ISIC_0025571,True
ISIC_0025572,True
ISIC_0025573,True
ISIC_0025574,True
ISIC_0025575,True
ISIC_0025576,True
